Name,Set Name,Owner,Quantity,MARKET
"Braids, Arisen Nightmare",Dominaria United,Eric,1,4.45
Brainsurge,Modern Horizons 3,Eric,1,0.58
Brambleguard Veteran,Bloomburrow,Eric,1,0.07
Brass Knuckles,Commander Masters,Eric,1,0.09
Brass Squire,Mirrodin Besieged,Eric,1,0.94
Brass's Bounty,March of the Machine Commander,Eric,1,0.25
Brave-Kin Duo,Bloomburrow,Eric,1,0.03
Brawn,March of the Machine Commander,Eric,1,0.17
Brawn,Modern Horizons 3 Commander,Eric,1,0.16
Brazen Collector,Bloomburrow,Eric,2,0.08
Brazen Dwarf,Adventures in the Forgotten Realms,Eric,1,0.29
Brazen Dwarf,Adventures in the Forgotten Realms,Eric,1,0.14
"Breeches, the Blastmaker",Outlaws of Thunder Junction,Eric,1,0.16
"Breena, the Demagogue",Outlaws of Thunder Junction Commander,Eric,1,1.21
Bretagard Stronghold,March of the Machine Commander,Eric,1,0.09
Bridled Bighorn,Outlaws of Thunder Junction,Eric,2,0.04
"Bright-Palm, Soul Awakener",March of the Machine Commander,Eric,1,0.15
Brightblade Stoat,Bloomburrow,Eric,1,0.06
Brilliant Restoration,Kamigawa: Neon Dynasty,Eric,2,0.71
Brimstone Roundup,Outlaws of Thunder Junction,Eric,2,0.06
Bringer of the Last Gift,The Lost Caverns of Ixalan,Eric,1,0.21
Brokers Charm,Streets of New Capenna,Eric,1,0.04
Brokers Hideout,Streets of New Capenna,Eric,1,0.56
Bronze Walrus,Commander Legends: Battle for Baldur's Gate,Eric,1,0.08
Broodmate Tyrant,Modern Horizons 3 Commander,Eric,1,0.10
Brotherhood Ambushers,Assassin's Creed,Eric,6,0.09
Brotherhood Headquarters,Assassin's Creed,Eric,1,0.14
Brotherhood Headquarters,Assassin's Creed,Eric,5,0.07
Brotherhood Patriarch,Assassin's Creed,Eric,4,0.12
Brotherhood Regalia,Assassin's Creed,Eric,3,8.16
Brotherhood Regalia,Assassin's Creed,Eric,1,7.02
Brotherhood Spy,Assassin's Creed,Eric,6,0.14
"Brudiclad, Telchor Engineer",Modern Horizons 3 Commander,Eric,1,0.28
Bruenor Battlehammer,Adventures in the Forgotten Realms,Eric,1,0.72
Bruenor Battlehammer,Adventures in the Forgotten Realms,Eric,1,0.45
Brushland,Tales of Middle-earth Commander,Eric,1,2.49
Bubble Smuggler,Murders at Karlov Manor,Eric,1,0.04
Bucknard's Everfull Purse,Forgotten Realms Commander,Eric,1,0.99
Builder's Talent,Bloomburrow,Eric,1,0.08
Bulette,Adventures in the Forgotten Realms,Eric,1,0.05
Bull's Strength,Adventures in the Forgotten Realms,Eric,1,0.03
Bull's Strength,Adventures in the Forgotten Realms,Eric,1,0.03
Bulwark Giant,Ravnica Remastered,Eric,1,0.02
Bureau Headmaster,Assassin's Creed,Eric,6,1.32
Buried Ruin,Phyrexia: All Will Be One Commander,Eric,2,3.72
Burning Hands,Adventures in the Forgotten Realms,Eric,1,0.07
Burning Hands,Adventures in the Forgotten Realms,Eric,1,0.03
Burning Prophet,Ravnica Remastered,Eric,1,0.08
Burnished Hart,Modern Horizons 3 Commander,Eric,2,0.06
Burst Lightning,Foundations,Eric,1,0.06
Bushwhack,The Brothers' War,Eric,1,0.15
Bushwhack,Foundations,Eric,1,0.05
Butcher of Malakir,Crimson Vow Commander,Eric,1,0.30
"Butterbur, Bree Innkeeper",The Lord of the Rings: Tales of Middle-earth,Eric,1,0.03
Butterfly Token,March of the Machine Commander Tokens,Eric,3,0.12
Byway Barterer,Bloomburrow,Eric,1,0.15
Cabal Patriarch,Commander Masters,Eric,1,0.04
Cache Grab,Bloomburrow,Eric,1,0.08
Cackling Prowler,Foundations,Eric,1,0.04
Cactusfolk Sureshot,Outlaws of Thunder Junction,Eric,1,0.13
"Cadira, Caller of the Small",Commander Legends: Battle for Baldur's Gate,Eric,1,0.28
"Cadira, Caller of the Small",Commander Legends: Battle for Baldur's Gate,Eric,1,0.08
"Caduceus, Staff of Hermes",Assassin's Creed,Eric,2,4.57
Calamitous Tide,Bloomburrow,Eric,1,0.06
Calamitous Tide,Bloomburrow,Eric,1,0.02
Call a Surprise Witness,Murders at Karlov Manor,Eric,1,0.05
Call for Aid,Tales of Middle-earth Commander,Eric,1,0.18
Call for Unity,Tales of Middle-earth Commander,Eric,1,0.15
Call the Coppercoats,Phyrexia: All Will Be One Commander,Eric,1,6.50
Campfire,Commander Masters,Eric,1,0.21
Candlekeep Sage,Commander Legends: Battle for Baldur's Gate,Eric,1,0.07
Candlekeep Sage,Commander Legends: Battle for Baldur's Gate,Eric,1,0.04
Candlekeep Sage,Commander Legends: Battle for Baldur's Gate,Eric,1,0.04
Canopy Vista,Tales of Middle-earth Commander,Eric,1,0.26
Canopy Vista,March of the Machine Commander,Eric,1,0.25
Canopy Vista,Wilds of Eldraine Commander,Eric,1,0.21
Canopy Vista,New Capenna Commander,Eric,1,0.20
Canyon Crab,Outlaws of Thunder Junction,Eric,1,0.10
Canyon Crab,Outlaws of Thunder Junction,Eric,1,0.10
Canyon Slough,Modern Horizons 3 Commander,Eric,1,0.19
Canyon Slough,Outlaws of Thunder Junction Commander,Eric,1,0.12
"Captain America, First Avenger",Secret Lair Drop,Eric,1,44.19
Captain Lannery Storm,Outlaws of Thunder Junction Commander,Eric,1,0.09
Captain of Umbar,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.03
Captivating Crew,Outlaws of Thunder Junction Commander,Eric,1,0.11
Capture Sphere,Ikoria: Lair of Behemoths,Eric,1,0.03
Careful Cultivation,Kamigawa: Neon Dynasty,Eric,1,0.04
Careful Cultivation,Wilds of Eldraine Commander,Eric,1,0.04
Caretaker's Talent,Bloomburrow,Eric,1,12.87
Carrot Cake,Bloomburrow,Eric,1,0.05
Cartographer's Companion,The Lost Caverns of Ixalan,Eric,2,0.01
Cartographer's Hawk,Starter Commander Decks,Eric,1,0.13
Cascading Cataracts,Dominaria United Commander,Eric,2,1.36
Cast Down,Commander Legends: Battle for Baldur's Gate,Eric,1,0.21
Cast into the Fire,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.38
Cast into the Fire,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.38
Castle Ardenvale,Phyrexia: All Will Be One Commander,Eric,1,0.22
Castle Ardenvale,Wilds of Eldraine Commander,Eric,1,0.18
Castle Embereth,Phyrexia: All Will Be One Commander,Eric,1,0.31
Castle Vantress,Modern Horizons 3 Commander,Eric,1,0.19
Cat Token,Phyrexia: All Will Be One Tokens,Eric,1,0.29
Cataclysmic Gearhulk,Neon Dynasty Commander,Eric,1,0.18
Cathar Commando,Foundations,Eric,1,0.02
Cathartic Reunion,Assassin's Creed,Eric,3,0.13
Cathartic Reunion,Assassin's Creed,Eric,4,0.09
Cave of the Frost Dragon,Adventures in the Forgotten Realms,Eric,1,0.98
Cave of the Frost Dragon,Adventures in the Forgotten Realms,Eric,1,0.36
Cavern of Souls,Avacyn Restored,Eric,1,39.73
Cavern Whisperer,Ikoria: Lair of Behemoths,Eric,1,0.07
Caves of Koilos,Outlaws of Thunder Junction Commander,Eric,1,1.11
"Cayth, Famed Mechanist",Modern Horizons 3 Commander,Eric,1,0.26
Celeborn the Wise,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.05
Celeborn the Wise,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.05
Celestial Archon,Wilds of Eldraine Commander,Eric,1,0.10
Celestial Unicorn,Adventures in the Forgotten Realms,Eric,1,0.10
Cemetery Protector,Innistrad: Crimson Vow,Eric,1,0.81
Chain Assassination,Assassin's Creed,Eric,4,0.05
Chain Assassination,Assassin's Creed,Eric,1,0.04
Chain Devil,Commander Legends: Battle for Baldur's Gate,Eric,1,0.04
Chain Lightning,Dominaria Remastered,Eric,1,0.17
Chain Reaction,Phyrexia: All Will Be One Commander,Eric,1,2.81
Chain Reaction,Neon Dynasty Commander,Eric,1,0.68
Chain Reaction,Forgotten Realms Commander,Eric,1,0.62
Chameleon Colossus,Forgotten Realms Commander,Eric,1,0.83
Champion of Dusk,Crimson Vow Commander,Eric,1,0.24
Champion of Lambholt,Neon Dynasty Commander,Eric,1,1.87
Champion of Lambholt,March of the Machine Commander,Eric,1,1.24
Champions of Minas Tirith,Tales of Middle-earth Commander,Eric,1,0.23
Chance-Met Elves,The Lord of the Rings: Tales of Middle-earth,Eric,3,0.03
Chandra's Ignition,Modern Horizons 3 Commander,Eric,1,3.08
Chandra's Pyrohelix,War of the Spark,Eric,1,0.04
Changeling Outcast,Outlaws of Thunder Junction Commander,Eric,1,1.27
Chaos Channeler,Adventures in the Forgotten Realms,Eric,1,0.26
Chaos Channeler,Adventures in the Forgotten Realms,Eric,2,0.12
Chaos Dragon,Forgotten Realms Commander,Eric,1,4.59
Chaos Dragon,Forgotten Realms Commander,Eric,1,3.61
Chaos Wand,Forgotten Realms Commander,Eric,1,0.19
Chaos Warp,March of the Machine Commander,Eric,1,0.91
Chaos Warp,Forgotten Realms Commander,Eric,1,0.78
Chaos Warp,Neon Dynasty Commander,Eric,1,0.75
Charcoal Diamond,Crimson Vow Commander,Eric,1,0.19
Charcoal Diamond,Commander Legends: Battle for Baldur's Gate,Eric,1,0.18
Charcoal Diamond,Commander Legends: Battle for Baldur's Gate,Eric,1,0.11
Chardalyn Dragon,Commander Legends: Battle for Baldur's Gate,Eric,1,0.03
Charmed Sleep,Adventures in the Forgotten Realms,Eric,1,0.12
Charred Graverobber,Outlaws of Thunder Junction Commander,Eric,1,0.14
Check for Traps,Adventures in the Forgotten Realms,Eric,1,0.09
Checkpoint Officer,Ikoria: Lair of Behemoths,Eric,1,0.01
Chemister's Insight,Guilds of Ravnica,Eric,1,0.13
"Chishiro, the Shattered Blade",Neon Dynasty Commander,Eric,1,0.41
Chittering Witch,Forgotten Realms Commander,Eric,1,0.77
Chivalric Alliance,March of the Machine Commander,Eric,1,6.07
Choked Estuary,Forgotten Realms Commander,Eric,1,0.20
Choked Estuary,March of the Machine Commander,Eric,1,0.20
Choose Your Weapon,Adventures in the Forgotten Realms,Eric,1,0.18
Choose Your Weapon,Adventures in the Forgotten Realms,Eric,1,0.18
Chromatic Lantern,Commander Masters,Eric,1,3.16
Chromatic Lantern,Tales of Middle-earth Commander,Eric,1,2.98
Cinder Glade,Neon Dynasty Commander,Eric,1,0.31
Cinder Glade,Forgotten Realms Commander,Eric,1,0.25
Cinder Glade,March of the Machine Commander,Eric,2,0.21
Cinder Glade,Modern Horizons 3 Commander,Eric,1,0.19
Cindering Cutthroat,Bloomburrow,Eric,1,0.02
Circle of Dreams Druid,Adventures in the Forgotten Realms,Eric,1,8.24
Circle of Dreams Druid,Adventures in the Forgotten Realms,Eric,1,7.65
Circle of the Land Druid,Commander Legends: Battle for Baldur's Gate,Eric,1,0.09
Circle of the Moon Druid,Adventures in the Forgotten Realms,Eric,1,0.07
Círdan the Shipwright,Tales of Middle-earth Commander,Eric,1,0.11
City's Blessing,March of the Machine Commander Tokens,Eric,4,
Civil Servant,Streets of New Capenna,Eric,1,0.07
Claim Jumper,Outlaws of Thunder Junction,Eric,1,3.05
Clattering Skeletons,Adventures in the Forgotten Realms,Eric,1,0.06
Clawing Torment,Kamigawa: Neon Dynasty,Eric,1,0.23
Cleanup Crew,Streets of New Capenna,Eric,1,0.03
"Cleopatra, Exiled Pharaoh",Assassin's Creed,Eric,1,1.33
Cleric Class,Adventures in the Forgotten Realms,Eric,1,2.50
Cleric Class,Adventures in the Forgotten Realms,Eric,1,2.43
Clever Concealment,Phyrexia: All Will Be One Commander,Eric,1,15.17
Clever Conjurer,Adventures in the Forgotten Realms,Eric,1,0.06
Cliffgate,Commander Legends: Battle for Baldur's Gate,Eric,1,0.19
Clifftop Lookout,Bloomburrow,Eric,2,0.10
Clifftop Retreat,Outlaws of Thunder Junction Commander,Eric,2,0.67
Clifftop Retreat,Tales of Middle-earth Commander,Eric,1,0.66
Clinquant Skymage,Foundations,Eric,2,0.11
Cloak of the Bat,Commander Legends: Battle for Baldur's Gate,Eric,1,0.05
Cloaked Cadet,Innistrad: Crimson Vow,Eric,1,0.03
Cloakwood Hermit,Commander Legends: Battle for Baldur's Gate,Eric,1,0.22
Cloakwood Hermit,Commander Legends: Battle for Baldur's Gate,Eric,1,0.09
Cloakwood Swarmkeeper,Commander Legends: Battle for Baldur's Gate,Eric,1,0.07
Clockwork Percussionist,Duskmourn: House of Horror,Eric,1,0.09
Cloudkill,Commander Legends: Battle for Baldur's Gate,Eric,1,0.03
Clue Token,Outlaws of Thunder Junction Tokens,Eric,1,0.22
Clue Token,March of the Machine Commander Tokens,Eric,1,0.10
Coalition Relic,Modern Horizons 3 Commander,Eric,1,0.24
Coastal Bulwark,The Brothers' War,Eric,1,0.03
Coastal Piracy,Assassin's Creed,Eric,3,0.49
Coastal Piracy,Assassin's Creed,Eric,7,0.41
Cobbled Lancer,Innistrad: Crimson Vow,Eric,1,0.03
Codespell Cleric,Kaldheim,Eric,1,0.04
"Codsworth, Handy Helper",Fallout,Eric,1,9.12
Cogwork Wrestler,The Lost Caverns of Ixalan,Eric,1,0.04
Coiling Oracle,Ravnica Remastered,Eric,1,0.11
Coiling Stalker,Kamigawa: Neon Dynasty,Eric,1,0.03
Cold-Water Snapper,Dominaria,Eric,1,0.05
Collective Effort,Phyrexia: All Will Be One Commander,Eric,1,0.20
Collective Nightmare,March of the Machine,Eric,1,0.01
Collision of Realms,Neon Dynasty Commander,Eric,1,0.13
Colossadactyl,The Lost Caverns of Ixalan,Eric,1,0.05
Colossal Badger // Dig Deep,Commander Legends: Battle for Baldur's Gate,Eric,1,0.02
Colossal Majesty,Forgotten Realms Commander,Eric,1,0.87
Colossal Plow,Neon Dynasty Commander,Eric,1,0.15
Colossal Rattlewurm,Outlaws of Thunder Junction,Eric,1,0.28
Colossal Whale,Tales of Middle-earth Commander,Eric,1,0.18
Colossus Hammer,Core Set 2020,Eric,1,3.80
Colossus Hammer,Forgotten Realms Commander,Eric,1,3.12
Combat Celebrant,Tales of Middle-earth Commander,Eric,1,0.88
Combat Professor,Strixhaven: School of Mages,Eric,1,0.04
Combat Research,Dominaria United,Eric,1,0.29
Combine Chrysalis,March of the Machine Commander,Eric,1,0.09
Combustible Gearhulk,Modern Horizons 3 Commander,Eric,1,0.36
Command Beacon,Outlaws of Thunder Junction Commander,Eric,1,7.11
Command Tower,Phyrexia: All Will Be One Commander,Eric,1,0.29
Command Tower,Forgotten Realms Commander,Eric,1,0.25
Command Tower,Outlaws of Thunder Junction Commander,Eric,3,0.24
Command Tower,Tales of Middle-earth Commander,Eric,3,0.23
Command Tower,Crimson Vow Commander,Eric,1,0.22
Command Tower,Modern Horizons 3 Commander,Eric,2,0.22
Command Tower,March of the Machine Commander,Eric,2,0.21
Command Tower,Neon Dynasty Commander,Eric,1,0.21
Command Tower,Neon Dynasty Commander,Eric,1,0.21
Command Tower,Wilds of Eldraine Commander,Eric,1,0.21
Commander Liara Portyr,Commander Legends: Battle for Baldur's Gate,Eric,1,0.08
Commander's Plate,Secret Lair Drop,Eric,1,21.99
Commander's Sphere,Commander Masters,Eric,1,0.27
Commander's Sphere,Phyrexia: All Will Be One Commander,Eric,1,0.24
Commander's Sphere,March of the Machine Commander,Eric,2,0.19
Commander's Sphere,Tales of Middle-earth Commander,Eric,3,0.18
Commander's Sphere,Crimson Vow Commander,Eric,1,0.17
Commander's Sphere,Lost Caverns of Ixalan Commander,Eric,2,0.16
Commander's Sphere,Forgotten Realms Commander,Eric,2,0.15
Commune with Lava,Forgotten Realms Commander,Eric,1,0.27
Commune with Spirits,Kamigawa: Neon Dynasty,Eric,1,0.04
Compass Gnome,The Lost Caverns of Ixalan,Eric,2,0.02
Compelled Duel,Adventures in the Forgotten Realms,Eric,1,0.02
Compelled Duel,Adventures in the Forgotten Realms,Eric,1,0.02
Component Pouch,Forgotten Realms Commander,Eric,1,1.82
Conclave Cavalier,Ravnica Remastered,Eric,1,0.02
Conclave Mentor,March of the Machine Commander,Eric,1,0.28
Conclave Sledge-Captain,March of the Machine Commander,Eric,1,0.28
Concord with the Kami,Neon Dynasty Commander,Eric,1,0.13
Conduct Electricity,Bloomburrow,Eric,2,0.01
Cone of Cold,Commander Legends: Battle for Baldur's Gate,Eric,1,0.23
Cone of Cold,Commander Legends: Battle for Baldur's Gate,Eric,1,0.12
Confiscation Coup,Modern Horizons 3 Commander,Eric,1,0.09
Congregation Gryff,Outlaws of Thunder Junction,Eric,1,0.08
Conjurer's Mantle,March of the Machine Commander,Eric,1,0.49
Conqueror's Flail,Secret Lair Drop,Eric,1,10.24
Conspiracy,Assassin's Creed,Eric,1,1.28
Conspiracy,Assassin's Creed,Eric,3,0.62
Constable of the Realm,March of the Machine Commander,Eric,1,0.04
Construct Token,Modern Horizons 3 Commander Tokens,Eric,1,
Consuming Vapors,Forgotten Realms Commander,Eric,1,0.19
Contact Other Plane,Adventures in the Forgotten Realms,Eric,1,0.04
Contact Other Plane,Adventures in the Forgotten Realms,Eric,1,0.04
Conversion Apparatus,Modern Horizons 3 Commander,Eric,1,0.24
Copy Token,Assassin's Creed Tokens,Eric,5,1.65
Copy Token,Commander Legends Tokens,Eric,5,0.36
Copy Token,Battle for Baldur's Gate Tokens,Eric,1,0.24
Copy Token,Assassin's Creed Tokens,Eric,2,
Copy Token,Wilds of Eldraine Commander Tokens,Eric,2,
Coral Colony,Dominaria United,Eric,1,0.07
"Coram, the Undertaker",Modern Horizons 3 Commander,Eric,1,0.14
Cordial Vampire,Crimson Vow Commander,Eric,1,3.58
Cornered Crook,Murders at Karlov Manor,Eric,2,0.01
Corpse Appraiser,Streets of New Capenna,Eric,1,0.04
Corpse Knight,March of the Machine Commander,Eric,1,1.58
Corrupted Conviction,Outlaws of Thunder Junction,Eric,1,0.23
"Cosima, God of the Voyage",Kaldheim,Eric,1,0.76
Council's Deliberation,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.05
Council's Judgment,Outlaws of Thunder Junction Commander,Eric,1,0.19
Counterspell,Duel Decks Anthology: Jace vs. Chandra,Eric,1,4.64
Counterspell,Dominaria Remastered,Eric,1,2.05
Counterspell,Dominaria Remastered,Eric,4,1.89
Counterspell,Tempest,Eric,1,1.68
Counterspell,Commander Masters,Eric,1,1.57
Court of Ardenvale,Wilds of Eldraine Commander,Eric,1,2.69
Court of Grace,Phyrexia: All Will Be One Commander,Eric,1,2.81
Court of Ire,Tales of Middle-earth Commander,Eric,1,0.28
Cover of Darkness,Assassin's Creed,Eric,1,6.51
Coveted Jewel,Commander 2018,Eric,1,0.67
Coveted Jewel,Modern Horizons 3 Commander,Eric,1,0.17
Coveted Peacock,Commander Masters,Eric,2,0.04
Crack Open,March of the Machine Commander,Eric,1,0.06
Crackling Cyclops,Foundations,Eric,1,0.03
Crackling Cyclops,Foundations,Eric,1,0.03
Cradle of Safety,Innistrad: Crimson Vow,Eric,1,0.05
Cradle of Safety,Innistrad: Crimson Vow,Eric,1,0.04
Crash of Rhino Beetles,Commander Masters,Eric,1,0.13
Creosote Heath,Outlaws of Thunder Junction,Eric,1,0.15
Crew Captain,Streets of New Capenna,Eric,1,0.02
Crime // Punishment,Breaking News,Eric,1,0.22
Criminal Past,Commander Legends: Battle for Baldur's Gate,Eric,1,0.03
Crimson Fleet Commodore,Commander Masters,Eric,3,0.05
Crimson Honor Guard,Crimson Vow Commander,Eric,1,0.12
Critical Hit,Adventures in the Forgotten Realms,Eric,1,0.09
Crooked Custodian,Streets of New Capenna,Eric,1,0.01
Crossway Troublemakers,Crimson Vow Commander,Eric,1,0.26
Crown of Gondor,Tales of Middle-earth Commander,Eric,1,0.18
Crucible of the Spirit Dragon,Forgotten Realms Commander,Eric,1,0.41
Cruel Ultimatum,Breaking News,Eric,1,0.16
Cruel Witness,Innistrad: Crimson Vow,Eric,1,0.01
Crumb and Get It,Bloomburrow,Eric,1,0.07
Crumb and Get It,Bloomburrow,Eric,1,0.03
Crusader of Odric,Innistrad Remastered,Eric,1,0.03
Crush Contraband,Neon Dynasty Commander,Eric,1,0.11
Crux of Fate,Strixhaven Mystical Archive,Eric,1,4.60
Crypt Feaster,Foundations,Eric,1,0.02
Crypt Incursion,Tales of Middle-earth Commander,Eric,1,0.20
Crystal Grotto,Wilds of Eldraine,Eric,1,0.11
Crystal Grotto,Dominaria United,Eric,1,0.11
"Crystal Skull, Isu Spyglass",Assassin's Creed,Eric,1,3.03
"Crystal Skull, Isu Spyglass",Assassin's Creed,Eric,1,2.84
Cultivate,Forgotten Realms Commander,Eric,1,0.76
Cultivate,Tales of Middle-earth Commander,Eric,3,0.66
Cultivate,March of the Machine Commander,Eric,1,0.65
Cultivator's Caravan,Neon Dynasty Commander,Eric,1,0.24
Curate,Strixhaven: School of Mages,Eric,1,0.05
Curiosity,Wilds of Eldraine: Enchanting Tales,Eric,1,0.32
Curse of Opulence,March of the Machine Commander,Eric,1,1.12
Curtains' Call,Outlaws of Thunder Junction Commander,Eric,1,0.23
Cut a Deal,Phyrexia: All Will Be One Commander,Eric,1,2.23
Cutthroat Negotiator,March of the Machine Commander,Eric,1,0.17
Cyberdrive Awakener,Neon Dynasty Commander,Eric,1,12.74
Cyclops Superconductor,Modern Horizons 3,Eric,2,0.02
Daggerfang Duo,Bloomburrow,Eric,1,0.02
Dakmor Salvage,Modern Horizons 3 Commander,Eric,1,0.16
"Dalakos, Crafter of Wonders",Theros Beyond Death,Eric,1,0.27
Damnable Pact,Crimson Vow Commander,Eric,1,0.22
Dance of the Manse,Neon Dynasty Commander,Eric,1,0.48
Dance of the Tumbleweeds,Outlaws of Thunder Junction,Eric,2,0.11
Dance with Calamity,March of the Machine Commander,Eric,1,0.58
Dancing Sword,Adventures in the Forgotten Realms,Eric,1,0.21
"Danitha Capashen, Paragon",Wilds of Eldraine Commander,Eric,1,0.36
"Danitha Capashen, Paragon",Commander Masters,Eric,1,0.34
"Danitha Capashen, Paragon",Dominaria,Eric,1,0.27
Danse Macabre,Forgotten Realms Commander,Eric,1,2.99
Danse Macabre,Forgotten Realms Commander,Eric,1,2.61
"Daretti, Scrap Savant",Commander Masters,Eric,1,1.10
Daring Escape,Streets of New Capenna,Eric,1,0.02
Daring Waverider,Bloomburrow,Eric,1,0.03
Dark Impostor,Crimson Vow Commander,Eric,1,0.45
Dark Tutelage,Wilds of Eldraine: Enchanting Tales,Eric,1,0.08
Dark-Dweller Oracle,Forgotten Realms Commander,Eric,1,0.19
Darksteel Citadel,Double Masters,Eric,1,0.87
Darksteel Plate,Secret Lair Drop,Eric,1,12.41
Darkwater Catacombs,Forgotten Realms Commander,Eric,1,0.22
Dawn of Hope,Tales of Middle-earth Commander,Eric,1,0.19
Dawnbringer Cleric,Adventures in the Forgotten Realms,Eric,1,0.30
